GEOID,2024-2029 Growth Rate: Owner Occ HUs
471130010.0,0.0166
471130011.0,0.0209
471130013.0,0.006500000000000001
471130014.01,0.0055000000000000005
471130014.02,0.0083
471130015.01,0.0046
471130015.02,0.0053
471130016.03,0.0044
471130016.04,0.009300000000000001
471130016.05,0.013999999999999999
471130016.07,0.0092
471130016.08,0.0027
471130016.09,0.0109
471130016.1,0.0137
471130016.11,0.029500000000000002
471130016.12,0.0103
471130017.0,0.0048
471130018.0,0.0042
471130019.0,0.0040999999999999995
471150501.01,0.003
471150501.02,0.0088
471150502.01,0.0040999999999999995
471150502.03,0.0101
471150502.04,0.028999999999999998
471150503.02,0.0138
471179550.0,0.019799999999999998
471179551.0,0.0131
471179552.0,0.0217
471179553.0,0.0176
471179554.0,0.0096
471179555.0,0.021
471190101.0,0.0148
471190102.01,0.042300000000000004
471190102.03,0.0108
471190102.04,0.0209
471190102.05,0.1329
471190103.01,0.0253
471190103.02,0.0105
471190104.01,0.0339
471190104.02,0.0369
471190105.0,0.02
471190106.0,0.023
471190107.0,0.0202
471190108.01,0.0168
471190108.02,0.029900000000000003
471190109.0,0.0138
471190110.01,0.0168
471190110.03,0.015700000000000002
471190110.04,0.0172
471190111.01,0.0139
471190111.02,0.019
471190112.0,0.0217
471219602.0,0.0195
471219603.0,0.0141
471251001.0,0.0287
471251002.0,0.020499999999999997
471251003.0,0.0165
471251005.0,0.0278
471251006.01,0.0275
471251006.02,0.0248
471251008.0,0.030299999999999997
471251009.0,0.029300000000000003
471251010.01,0.0126
471251010.02,0.044500000000000005
471251011.01,0.0364
471251011.02,0.0297
471251011.03,0.0206
471251012.01,0.0387
471251012.02,0.0298
471251013.04,0.0275
471251013.05,0.0219
471251013.06,0.0351
471251013.07,0.0416
471251013.08,0.0147
471251013.09,0.024700000000000003
471251014.0,0.033
471251015.01,0.0274
471251015.02,0.0227
471251016.0,0.028399999999999998
471251017.01,0.0192
471251017.02,0.0199
471251018.03,0.0132
471251018.05,0.009399999999999999
471251018.06,0.022000000000000002
471251018.07,0.022400000000000003
471251018.08,0.0273
471251019.02,0.030699999999999998
471251019.04,0.0103
471251019.05,0.0294
471251019.06,0.0084
471251020.01,0.018799999999999997
471251020.03,0.0344
471251020.04,0.0347
471251020.05,0.025099999999999997
471251020.07,0.0141
471251020.08,0.021
471251020.09,0.024399999999999998
471251020.1,0.0354
471251021.0,0.0282
471259801.0,0.0
471279301.0,0.0085
471279302.0,0.011399999999999999
471291101.0,0.0125
471291102.0,0.0068000000000000005
471319650.0,0.0003
471339501.0,0.0147
471339502.0,0.0036
471339503.01,0.011200000000000002
471339503.02,0.0095
471339504.0,0.0109
471339505.01,0.016200000000000003
471339505.02,0.0040999999999999995
471339506.0,0.018600000000000002
471359301.0,0.0079
471359302.01,0.0063
471359302.02,0.0129
471379251.01,0.0042
471379251.02,0.0024
471410001.0,0.0226
471410002.01,0.0158
471410002.02,0.0174
471410003.01,0.014499999999999999
471410003.03,0.0118
471410003.04,0.0231
471410003.05,0.0174
471410004.0,0.0173
471410005.0,0.0308
471410006.0,0.0192
471410007.0,0.0213
471410008.0,0.0301
471410009.0,0.019299999999999998
471410010.0,0.015
471410011.0,0.016
471410012.01,0.015600000000000001
471410012.02,0.0087
471410013.0,0.005600000000000001
471439750.0,0.0134
471439751.0,0.0123
471439752.0,0.012199999999999999
471439753.0,0.0139
471439754.01,0.016200000000000003
471439754.02,0.0102
471470801.01,0.0141
471470801.03,0.0374
471470801.04,0.012199999999999999
471470802.0,0.0158
471470803.01,0.0231
471470803.02,0.029300000000000003
471470804.01,0.022400000000000003
471470804.02,0.0203
471470805.0,0.0132
471470806.03,0.0134
471470806.04,0.0137
471470806.05,0.0077
471470806.06,0.0167
471470807.01,0.013999999999999999
471470807.02,0.012199999999999999
471490401.01,0.0298
471490401.02,0.0134
471490401.04,0.0176
471490401.05,0.014199999999999999
471490401.06,0.024700000000000003
471490401.07,0.0149
471490402.0,0.013300000000000001
471490403.03,0.0277
471490403.04,0.0196
471490403.05,0.056299999999999996
471490403.07,0.0207
471490403.08,0.024700000000000003
471490403.09,0.025099999999999997
471490403.1,0.0192
471490403.11,0.030699999999999998
471490403.12,0.004699999999999999
471490404.04,0.011699999999999999
471490404.05,0.0123
471490405.01,0.017
471490405.02,0.0125
471490406.0,0.0146
471490407.02,0.0143
471490407.03,0.0356
471490407.04,0.023399999999999997
471490408.06,0.0192
471490408.07,0.046900000000000004
471490408.08,0.0576
471490408.09,0.0418
471490408.1,0.0177
471490408.11,0.0529
471490408.12,0.0275
471490409.01,0.0253
471490409.04,0.0527
471490409.06,0.0111
471490409.07,0.0268
471490409.08,0.022099999999999998
471490409.09,0.0204
471490409.1,0.0103
471490409.11,0.0155
471490410.0,0.0141
471490411.02,0.0345
471490411.03,0.0271
471490411.04,0.0062
471490412.01,0.0204
471490412.02,0.0599
471490413.01,0.0203
471490413.02,0.0127
471490414.01,0.0155
471490414.04,0.0172
471490414.05,0.014499999999999999
471490414.06,0.0215
471490414.07,0.0273
471490415.0,0.0
471490416.01,0.0212
471490416.02,0.025099999999999997
471490417.0,0.0222
471490418.0,0.027200000000000002
471490419.0,0.029900000000000003
471490420.0,0.015700000000000002
471490421.01,0.019799999999999998
471490421.02,0.0195
471490422.0,0.013500000000000002
471490423.01,0.0197
471490423.02,0.028900000000000002
471530601.02,0.0208
471530601.03,0.0147
471530601.04,0.023399999999999997
471530602.0,0.0173
471599750.0,0.0083
471599751.0,0.0139
471599752.0,0.0103
471599753.0,0.0208
471599754.0,0.01
471611102.01,0.0086
471611102.02,0.0036
471611106.0,0.0032
471611107.0,0.008100000000000001
471619801.0,0.0
471619802.0,0.0
471650201.01,0.0146
471650201.02,0.009300000000000001
471650202.03,0.0007000000000000001
471650202.04,0.0095
471650202.05,0.0087
471650202.06,0.0231
471650202.07,0.005
471650202.08,0.0108
471650202.09,0.019
471650203.0,0.0168
471650204.03,0.0128
471650204.04,0.0192
471650204.05,0.0103
471650204.06,0.0075
471650204.07,0.0434
471650205.01,0.0663
471650205.02,0.028399999999999998
471650205.03,0.08529999999999999
471650206.01,0.0058
471650206.02,0.0392
471650206.03,0.005600000000000001
471650207.0,0.0139
471650208.0,0.1253
471650209.01,0.0075
471650209.03,0.0084
471650209.04,0.0078000000000000005
471650209.05,0.0127
471650210.02,0.0053
471650210.04,0.005600000000000001
471650210.05,0.0037
471650210.06,0.0040999999999999995
471650210.07,0.005600000000000001
471650210.08,0.0394
471650210.09,0.0038
471650211.03,0.0022
471650211.04,0.0063
471650211.05,0.0046
471650211.06,0.0108
471650211.07,0.0143
471650212.01,0.0045000000000000005
471650212.03,0.0070999999999999995
471650212.04,0.009899999999999999
471650212.05,0.0195
471690901.0,0.0232
471690902.0,0.0348
471759250.0,0.0262
471759252.0,0.0066
471779301.0,0.013300000000000001
471779302.01,0.0101
471779302.02,0.015600000000000001
471779303.0,0.005699999999999999
471779304.0,0.0168
471779305.0,0.0137
471779306.0,0.013500000000000002
471779307.0,0.013300000000000001
471779308.0,0.0132
471779309.0,0.0111
471819501.0,0.0018
471819502.0,0.0036
471819503.0,0.0009
471819504.0,0.0046
471839680.0,0.002
471839681.01,0.0062
471839681.02,0.0101
471839682.01,0.0038
471839682.02,0.0
471839682.03,0.008
471839683.0,0.0038
471839684.0,0.0042
471839685.0,0.0034000000000000002
471839686.0,0.0025
471839687.0,0.0096
471859350.0,0.0144
471859351.0,0.0183
471859352.0,0.0165
471859353.0,0.0096
471859354.0,0.0149
471859355.0,0.019799999999999998
471870501.02,0.013300000000000001
471870501.03,0.018799999999999997
471870501.04,0.0054
471870501.05,0.0109
471870502.04,0.0103
471870502.05,0.011899999999999999
471870502.06,0.012
471870502.07,0.0192
471870502.09,0.0092
471870502.1,0.0127
471870502.11,0.0115
471870502.12,0.011899999999999999
471870503.03,0.0103
471870503.04,0.0103
471870503.05,0.009000000000000001
471870503.06,0.013999999999999999
471870503.07,0.0144
471870504.03,0.0083
471870504.04,0.0101
471870504.05,0.1344
471870504.06,0.011200000000000002
471870505.02,0.029300000000000003
471870505.03,0.0138
471870505.04,0.0171
471870506.01,0.015
471870506.03,0.013999999999999999
471870506.04,0.042800000000000005
471870507.01,0.0096
471870507.02,0.0128
471870508.01,0.0169
471870508.02,0.028900000000000002
471870509.04,0.0127
471870509.05,0.0163
471870509.06,0.0111
471870509.07,0.0077
471870509.08,0.0169
471870509.09,0.0132
471870510.01,0.0073
471870510.02,0.0096
471870511.0,0.031
471870512.03,0.009899999999999999
471870512.04,0.0179
471870512.05,0.0109
471870512.06,0.0191
471870512.07,0.0163
471870512.08,0.0207
471890301.02,0.018000000000000002
471890301.03,0.023
471890301.04,0.0222
471890301.05,0.018799999999999997
471890302.02,0.0431
471890302.03,0.0192
471890302.05,0.0161
471890302.06,0.031400000000000004
471890302.07,0.013500000000000002
471890303.03,0.0028000000000000004
471890303.04,0.0091
471890303.05,0.0021
471890303.08,0.013500000000000002
471890303.09,0.0137
471890303.1,0.039
471890303.11,0.0213
471890304.01,0.0123
471890304.02,0.022400000000000003
471890305.0,0.0163
471890306.0,0.0105
471890307.0,0.0304
471890308.0,0.0045000000000000005
471890309.04,0.0062
471890309.05,0.0169
471890309.06,0.018600000000000002
471890309.07,0.0501
471890309.08,0.0104
471890310.0,0.0147
