origin_FIPS,origin_county,destination_FIPS,destination_county,people_outflow,agi_outflow,agi_capita_outflow,year
47037,"Davidson County, TN",26125,"Oakland County, MI",88,3437000,39056.818181818184,2019
47037,"Davidson County, TN",41051,"Multnomah County, OR",73,3424000,46904.109589041094,2019
47037,"Davidson County, TN",06075,"San Francisco County, CA",70,3747000,53528.57142857143,2019
47037,"Davidson County, TN",12099,"Palm Beach County, FL",86,3561000,41406.976744186046,2019
47037,"Davidson County, TN",06085,"Santa Clara County, CA",95,5306000,55852.63157894737,2019
47037,"Davidson County, TN",26163,"Wayne County, MI",93,2702000,29053.763440860213,2019
47037,"Davidson County, TN",47159,"Smith County, TN",101,2632000,26059.40594059406,2019
47037,"Davidson County, TN",48085,"Collin County, TX",98,3588000,36612.244897959186,2019
47037,"Davidson County, TN",42101,"Philadelphia County, PA",68,3172000,46647.05882352941,2019
47037,"Davidson County, TN",48121,"Denton County, TX",91,3993000,43879.12087912088,2019
47037,"Davidson County, TN",08005,"Arapahoe County, CO",86,2628000,30558.13953488372,2019
47037,"Davidson County, TN",21067,"Fayette County, KY",80,2506000,31325.0,2019
47037,"Davidson County, TN",48029,"Bexar County, TX",90,3478000,38644.444444444445,2019
47037,"Davidson County, TN",21047,"Christian County, KY",86,1728000,20093.023255813954,2019
47037,"Davidson County, TN",36081,"Queens County, NY",73,2526000,34602.739726027394,2019
47037,"Davidson County, TN",51059,"Fairfax County, VA",71,3443000,48492.957746478874,2019
47037,"Davidson County, TN",49035,"Salt Lake County, UT",78,2592000,33230.769230769234,2019
47037,"Davidson County, TN",45019,"Charleston County, SC",57,3157000,55385.9649122807,2019
47037,"Davidson County, TN",06001,"Alameda County, CA",66,3915000,59318.181818181816,2019
47037,"Davidson County, TN",08041,"El Paso County, CO",66,2407000,36469.69696969697,2019
47037,"Davidson County, TN",37063,"Durham County, NC",73,3802000,52082.191780821915,2019
47037,"Davidson County, TN",47085,"Humphreys County, TN",73,1908000,26136.986301369863,2019
47037,"Davidson County, TN",08059,"Jefferson County, CO",58,2389000,41189.65517241379,2019
47037,"Davidson County, TN",29510,"St. Louis city, MO",49,1776000,36244.897959183676,2019
47037,"Davidson County, TN",37021,"Buncombe County, NC",54,4388000,81259.25925925926,2019
47037,"Davidson County, TN",39035,"Cuyahoga County, OH",47,1897000,40361.70212765958,2019
47037,"Davidson County, TN",34017,"Hudson County, NJ",59,3358000,56915.254237288136,2019
47037,"Davidson County, TN",24510,"Baltimore city, MD",52,4124000,79307.69230769231,2019
47037,"Davidson County, TN",26081,"Kent County, MI",64,1987000,31046.875,2019
47037,"Davidson County, TN",47041,"DeKalb County, TN",64,1771000,27671.875,2019
47037,"Davidson County, TN",47111,"Macon County, TN",81,1609000,19864.197530864196,2019
47037,"Davidson County, TN",05119,"Pulaski County, AR",72,2115000,29375.0,2019
47037,"Davidson County, TN",47009,"Blount County, TN",56,1691000,30196.428571428572,2019
47037,"Davidson County, TN",12009,"Brevard County, FL",56,2311000,41267.857142857145,2019
47037,"Davidson County, TN",22071,"Orleans Parish, LA",50,2549000,50980.0,2019
47037,"Davidson County, TN",24031,"Montgomery County, MD",54,1899000,35166.666666666664,2019
47037,"Davidson County, TN",47051,"Franklin County, TN",70,1709000,24414.285714285714,2019
47037,"Davidson County, TN",12033,"Escambia County, FL",64,2295000,35859.375,2019
47037,"Davidson County, TN",12105,"Polk County, FL",62,1499000,24177.41935483871,2019
47037,"Davidson County, TN",47099,"Lawrence County, TN",60,1397000,23283.333333333332,2019
47037,"Davidson County, TN",55079,"Milwaukee County, WI",54,2006000,37148.148148148146,2019
47037,"Davidson County, TN",06081,"San Mateo County, CA",43,2756000,64093.023255813954,2019
47037,"Davidson County, TN",12071,"Lee County, FL",71,3627000,51084.50704225352,2019
47037,"Davidson County, TN",47177,"Warren County, TN",58,1300000,22413.793103448275,2019
47037,"Davidson County, TN",12101,"Pasco County, FL",62,1862000,30032.25806451613,2019
47037,"Davidson County, TN",18057,"Hamilton County, IN",54,3674000,68037.03703703704,2019
47037,"Davidson County, TN",51013,"Arlington County, VA",51,2367000,46411.76470588235,2019
47037,"Davidson County, TN",51760,"Richmond city, VA",49,2531000,51653.06122448979,2019
47037,"Davidson County, TN",55025,"Dane County, WI",47,2371000,50446.8085106383,2019
47037,"Davidson County, TN",17043,"DuPage County, IL",58,2873000,49534.48275862069,2019
47037,"Davidson County, TN",47169,"Trousdale County, TN",61,1257000,20606.55737704918,2019
47037,"Davidson County, TN",40143,"Tulsa County, OK",46,1916000,41652.17391304348,2019
47037,"Davidson County, TN",04019,"Pima County, AZ",47,1527000,32489.36170212766,2019
47037,"Davidson County, TN",06065,"Riverside County, CA",50,1555000,31100.0,2019
47037,"Davidson County, TN",12005,"Bay County, FL",53,2330000,43962.264150943396,2019
47037,"Davidson County, TN",47179,"Washington County, TN",48,1475000,30729.166666666668,2019
47037,"Davidson County, TN",21213,"Simpson County, KY",49,926000,18897.95918367347,2019
47037,"Davidson County, TN",45045,"Greenville County, SC",55,1760000,32000.0,2019
47037,"Davidson County, TN",47053,"Gibson County, TN",50,1167000,23340.0,2019
47037,"Davidson County, TN",12115,"Sarasota County, FL",44,1621000,36840.90909090909,2019
47037,"Davidson County, TN",26161,"Washtenaw County, MI",33,1113000,33727.27272727273,2019
47037,"Davidson County, TN",47035,"Cumberland County, TN",50,2001000,40020.0,2019
47037,"Davidson County, TN",01097,"Mobile County, AL",48,1481000,30854.166666666668,2019
47037,"Davidson County, TN",06067,"Sacramento County, CA",43,1313000,30534.883720930233,2019
47037,"Davidson County, TN",08013,"Boulder County, CO",33,1603000,48575.757575757576,2019
47037,"Davidson County, TN",12127,"Volusia County, FL",42,1288000,30666.666666666668,2019
47037,"Davidson County, TN",20091,"Johnson County, KS",48,2151000,44812.5,2019
47037,"Davidson County, TN",24033,"Prince George, MD",40,2034000,50850.0,2019
47037,"Davidson County, TN",29095,"Jackson County, MO",43,1593000,37046.51162790698,2019
47037,"Davidson County, TN",45079,"Richland County, SC",50,2310000,46200.0,2019
47037,"Davidson County, TN",51810,"Virginia Beach city, VA",37,1729000,46729.72972972973,2019
47037,"Davidson County, TN",01117,"Shelby County, AL",36,2683000,74527.77777777778,2019
47037,"Davidson County, TN",12081,"Manatee County, FL",34,1744000,51294.117647058825,2019
47037,"Davidson County, TN",12091,"Okaloosa County, FL",47,1255000,26702.127659574468,2019
47037,"Davidson County, TN",39153,"Summit County, OH",38,1249000,32868.42105263158,2019
47037,"Davidson County, TN",47055,"Giles County, TN",33,948000,28727.272727272728,2019
47037,"Davidson County, TN",48491,"Williamson County, TX",47,1496000,31829.787234042553,2019
47037,"Davidson County, TN",08035,"Douglas County, CO",35,1554000,44400.0,2019
47037,"Davidson County, TN",36029,"Erie County, NY",31,1237000,39903.22580645161,2019
47037,"Davidson County, TN",37067,"Forsyth County, NC",46,1341000,29152.17391304348,2019
47037,"Davidson County, TN",40109,"Oklahoma County, OK",46,1429000,31065.217391304348,2019
47037,"Davidson County, TN",28033,"DeSoto County, MS",38,935000,24605.263157894737,2019
47037,"Davidson County, TN",47103,"Lincoln County, TN",41,1172000,28585.365853658535,2019
47037,"Davidson County, TN",01003,"Baldwin County, AL",40,2064000,51600.0,2019
47037,"Davidson County, TN",06111,"Ventura County, CA",35,1867000,53342.857142857145,2019
47037,"Davidson County, TN",08001,"Adams County, CO",33,1381000,41848.48484848485,2019
47037,"Davidson County, TN",15003,"Honolulu County, HI",33,1210000,36666.666666666664,2019
47037,"Davidson County, TN",27123,"Ramsey County, MN",34,926000,27235.29411764706,2019
47037,"Davidson County, TN",42091,"Montgomery County, PA",38,1323000,34815.78947368421,2019
47037,"Davidson County, TN",01083,"Limestone County, AL",36,1063000,29527.777777777777,2019
47037,"Davidson County, TN",12021,"Collier County, FL",29,2904000,100137.93103448275,2019
47037,"Davidson County, TN",12131,"Walton County, FL",33,2536000,76848.48484848485,2019
47037,"Davidson County, TN",13051,"Chatham County, GA",24,1162000,48416.666666666664,2019
47037,"Davidson County, TN",13063,"Clayton County, GA",41,594000,14487.80487804878,2019
47037,"Davidson County, TN",45051,"Horry County, SC",34,821000,24147.058823529413,2019
47037,"Davidson County, TN",01077,"Lauderdale County, AL",34,1052000,30941.176470588234,2019
47037,"Davidson County, TN",05143,"Washington County, AR",30,1527000,50900.0,2019
47037,"Davidson County, TN",12069,"Lake County, FL",28,1155000,41250.0,2019
47037,"Davidson County, TN",17197,"Will County, IL",29,1306000,45034.48275862069,2019
47037,"Davidson County, TN",31055,"Douglas County, NE",36,1295000,35972.22222222222,2019
47037,"Davidson County, TN",37081,"Guilford County, NC",31,1523000,49129.032258064515,2019
47037,"Davidson County, TN",47015,"Cannon County, TN",30,860000,28666.666666666668,2019
47037,"Davidson County, TN",47163,"Sullivan County, TN",34,1056000,31058.823529411766,2019
47037,"Davidson County, TN",05007,"Benton County, AR",27,1199000,44407.40740740741,2019
47037,"Davidson County, TN",06071,"San Bernardino County, CA",22,496000,22545.454545454544,2019
47037,"Davidson County, TN",09001,"Fairfield County, CT",38,2207000,58078.94736842105,2019
47037,"Davidson County, TN",13151,"Henry County, GA",31,678000,21870.967741935485,2019
47037,"Davidson County, TN",18089,"Lake County, IN",35,625000,17857.14285714286,2019
47037,"Davidson County, TN",21141,"Logan County, KY",39,682000,17487.17948717949,2019
47037,"Davidson County, TN",21145,"McCracken County, KY",27,1352000,50074.07407407407,2019
47037,"Davidson County, TN",22033,"East Baton Rouge Parish, LA",33,891000,27000.0,2019
47037,"Davidson County, TN",36055,"Monroe County, NY",30,1398000,46600.0,2019
47043,"Dickson County, TN",47081,"Hickman County, TN",334,6608000,19784.43113772455,2019
47043,"Dickson County, TN",47037,"Davidson County, TN",247,7085000,28684.21052631579,2019
47043,"Dickson County, TN",47085,"Humphreys County, TN",226,4200000,18584.070796460175,2019
47043,"Dickson County, TN",47125,"Montgomery County, TN",219,4072000,18593.60730593607,2019
47043,"Dickson County, TN",47187,"Williamson County, TN",176,4281000,24323.863636363636,2019
47043,"Dickson County, TN",47021,"Cheatham County, TN",138,3655000,26485.507246376812,2019
47043,"Dickson County, TN",47149,"Rutherford County, TN",78,1874000,24025.641025641027,2019
47043,"Dickson County, TN",47165,"Sumner County, TN",50,827000,16540.0,2019
47043,"Dickson County, TN",47189,"Wilson County, TN",45,1123000,24955.555555555555,2019
47043,"Dickson County, TN",47083,"Houston County, TN",53,1075000,20283.01886792453,2019
47043,"Dickson County, TN",47119,"Maury County, TN",48,1122000,23375.0,2019
47081,"Hickman County, TN",47043,"Dickson County, TN",335,5352000,15976.119402985074,2019
47081,"Hickman County, TN",47187,"Williamson County, TN",122,3187000,26122.950819672133,2019
47081,"Hickman County, TN",47119,"Maury County, TN",112,2605000,23258.928571428572,2019
47081,"Hickman County, TN",47037,"Davidson County, TN",67,1551000,23149.253731343284,2019
47081,"Hickman County, TN",47085,"Humphreys County, TN",49,1077000,21979.591836734693,2019
47081,"Hickman County, TN",47149,"Rutherford County, TN",45,902000,20044.444444444445,2019
47081,"Hickman County, TN",47101,"Lewis County, TN",45,615000,13666.666666666666,2019
47111,"Macon County, TN",47165,"Sumner County, TN",319,4901000,15363.636363636364,2019
47111,"Macon County, TN",47169,"Trousdale County, TN",93,1628000,17505.37634408602,2019
47111,"Macon County, TN",47027,"Clay County, TN",59,524000,8881.35593220339,2019
47111,"Macon County, TN",21003,"Allen County, KY",58,1076000,18551.724137931036,2019
47111,"Macon County, TN",47037,"Davidson County, TN",56,735000,13125.0,2019
47111,"Macon County, TN",47189,"Wilson County, TN",46,872000,18956.521739130436,2019
47111,"Macon County, TN",47159,"Smith County, TN",39,564000,14461.538461538461,2019
47119,"Maury County, TN",47187,"Williamson County, TN",1153,39961000,34658.2827406765,2019
47119,"Maury County, TN",47117,"Marshall County, TN",488,12375000,25358.60655737705,2019
47119,"Maury County, TN",47037,"Davidson County, TN",354,10077000,28466.101694915254,2019
47119,"Maury County, TN",47149,"Rutherford County, TN",341,9468000,27765.39589442815,2019
47119,"Maury County, TN",47099,"Lawrence County, TN",371,6992000,18846.361185983827,2019
47119,"Maury County, TN",47055,"Giles County, TN",197,4555000,23121.827411167513,2019
47119,"Maury County, TN",47101,"Lewis County, TN",145,3443000,23744.827586206895,2019
47119,"Maury County, TN",47081,"Hickman County, TN",104,1935000,18605.76923076923,2019
47119,"Maury County, TN",47125,"Montgomery County, TN",61,1273000,20868.852459016394,2019
47119,"Maury County, TN",47043,"Dickson County, TN",59,1092000,18508.474576271186,2019
47119,"Maury County, TN",47065,"Hamilton County, TN",28,944000,33714.28571428572,2019
47119,"Maury County, TN",47165,"Sumner County, TN",41,977000,23829.268292682926,2019
47119,"Maury County, TN",01089,"Madison County, AL",47,1011000,21510.63829787234,2019
47147,"Robertson County, TN",47165,"Sumner County, TN",1124,30358000,27008.896797153026,2019
47147,"Robertson County, TN",47037,"Davidson County, TN",545,14827000,27205.504587155963,2019
47147,"Robertson County, TN",47125,"Montgomery County, TN",400,8135000,20337.5,2019
47147,"Robertson County, TN",47021,"Cheatham County, TN",188,5834000,31031.91489361702,2019
47147,"Robertson County, TN",47149,"Rutherford County, TN",123,3012000,24487.80487804878,2019
47147,"Robertson County, TN",47189,"Wilson County, TN",83,2773000,33409.638554216865,2019
47147,"Robertson County, TN",21141,"Logan County, KY",79,1082000,13696.20253164557,2019
47147,"Robertson County, TN",21213,"Simpson County, KY",73,1627000,22287.671232876713,2019
47147,"Robertson County, TN",21227,"Warren County, KY",38,704000,18526.315789473683,2019
47149,"Rutherford County, TN",47037,"Davidson County, TN",3777,96450000,25536.139793486895,2019
47149,"Rutherford County, TN",47187,"Williamson County, TN",990,48026000,48511.11111111111,2019
47149,"Rutherford County, TN",47003,"Bedford County, TN",944,22940000,24300.84745762712,2019
47149,"Rutherford County, TN",47189,"Wilson County, TN",817,23970000,29339.0452876377,2019
47149,"Rutherford County, TN",47031,"Coffee County, TN",698,16416000,23518.624641833812,2019
47149,"Rutherford County, TN",47165,"Sumner County, TN",414,9838000,23763.28502415459,2019
47149,"Rutherford County, TN",47125,"Montgomery County, TN",387,8856000,22883.720930232557,2019
47149,"Rutherford County, TN",47015,"Cannon County, TN",398,9544000,23979.899497487437,2019
47149,"Rutherford County, TN",47119,"Maury County, TN",312,9489000,30413.46153846154,2019
47149,"Rutherford County, TN",47157,"Shelby County, TN",256,6523000,25480.46875,2019
47149,"Rutherford County, TN",47177,"Warren County, TN",239,4633000,19384.937238493723,2019
47149,"Rutherford County, TN",47065,"Hamilton County, TN",182,5078000,27901.0989010989,2019
47149,"Rutherford County, TN",47117,"Marshall County, TN",201,6964000,34646.76616915423,2019
47149,"Rutherford County, TN",47093,"Knox County, TN",166,5127000,30885.5421686747,2019
47149,"Rutherford County, TN",47041,"DeKalb County, TN",113,3073000,27194.690265486726,2019
47149,"Rutherford County, TN",47051,"Franklin County, TN",114,4233000,37131.57894736842,2019
47149,"Rutherford County, TN",47141,"Putnam County, TN",96,2683000,27947.916666666668,2019
47149,"Rutherford County, TN",47147,"Robertson County, TN",108,2896000,26814.814814814814,2019
47149,"Rutherford County, TN",01089,"Madison County, AL",90,2079000,23100.0,2019
47149,"Rutherford County, TN",47043,"Dickson County, TN",108,1877000,17379.62962962963,2019
47149,"Rutherford County, TN",47113,"Madison County, TN",88,1768000,20090.909090909092,2019
47149,"Rutherford County, TN",04013,"Maricopa County, AZ",105,3250000,30952.380952380954,2019
47149,"Rutherford County, TN",13121,"Fulton County, GA",72,2467000,34263.88888888889,2019
47149,"Rutherford County, TN",47021,"Cheatham County, TN",82,2059000,25109.756097560974,2019
47149,"Rutherford County, TN",06037,"Los Angeles County, CA",59,1666000,28237.28813559322,2019
47149,"Rutherford County, TN",48201,"Harris County, TX",87,2693000,30954.02298850575,2019
47149,"Rutherford County, TN",48439,"Tarrant County, TX",58,2067000,35637.93103448276,2019
47149,"Rutherford County, TN",47035,"Cumberland County, TN",65,3367000,51800.0,2019
47149,"Rutherford County, TN",13067,"Cobb County, GA",44,1502000,34136.36363636364,2019
47149,"Rutherford County, TN",47103,"Lincoln County, TN",61,1270000,20819.67213114754,2019
47149,"Rutherford County, TN",12057,"Hillsborough County, FL",56,2159000,38553.57142857143,2019
47149,"Rutherford County, TN",12095,"Orange County, FL",43,1375000,31976.74418604651,2019
47149,"Rutherford County, TN",12103,"Pinellas County, FL",58,1458000,25137.931034482757,2019
47149,"Rutherford County, TN",32003,"Clark County, NV",44,1128000,25636.363636363636,2019
47149,"Rutherford County, TN",17031,"Cook County, IL",49,1008000,20571.428571428572,2019
47149,"Rutherford County, TN",47159,"Smith County, TN",53,1146000,21622.64150943396,2019
47149,"Rutherford County, TN",13089,"DeKalb County, GA",56,1103000,19696.428571428572,2019
47149,"Rutherford County, TN",47081,"Hickman County, TN",55,1294000,23527.272727272728,2019
47149,"Rutherford County, TN",01073,"Jefferson County, AL",49,1409000,28755.102040816328,2019
47149,"Rutherford County, TN",13135,"Gwinnett County, GA",54,1663000,30796.296296296296,2019
47149,"Rutherford County, TN",47011,"Bradley County, TN",43,823000,19139.53488372093,2019
47149,"Rutherford County, TN",18097,"Marion County, IN",34,761000,22382.352941176472,2019
47149,"Rutherford County, TN",47055,"Giles County, TN",46,939000,20413.043478260868,2019
47149,"Rutherford County, TN",47099,"Lawrence County, TN",40,607000,15175.0,2019
47149,"Rutherford County, TN",47185,"White County, TN",46,783000,17021.739130434784,2019
47149,"Rutherford County, TN",53033,"King County, WA",32,1380000,43125.0,2019
47149,"Rutherford County, TN",12127,"Volusia County, FL",36,752000,20888.88888888889,2019
47149,"Rutherford County, TN",21111,"Jefferson County, KY",43,1370000,31860.46511627907,2019
47149,"Rutherford County, TN",21227,"Warren County, KY",46,978000,21260.869565217392,2019
47149,"Rutherford County, TN",28033,"DeSoto County, MS",49,835000,17040.816326530614,2019
47149,"Rutherford County, TN",48113,"Dallas County, TX",42,1032000,24571.428571428572,2019
47149,"Rutherford County, TN",12005,"Bay County, FL",48,1405000,29270.833333333332,2019
47149,"Rutherford County, TN",12071,"Lee County, FL",41,1185000,28902.439024390245,2019
47149,"Rutherford County, TN",47009,"Blount County, TN",28,895000,31964.285714285714,2019
47159,"Smith County, TN",47189,"Wilson County, TN",254,4985000,19625.984251968504,2019
47159,"Smith County, TN",47141,"Putnam County, TN",113,2338000,20690.265486725664,2019
47159,"Smith County, TN",47111,"Macon County, TN",49,1294000,26408.163265306124,2019
47159,"Smith County, TN",47037,"Davidson County, TN",48,1223000,25479.166666666668,2019
47159,"Smith County, TN",47165,"Sumner County, TN",60,996000,16600.0,2019
47159,"Smith County, TN",47041,"DeKalb County, TN",66,1112000,16848.484848484848,2019
47159,"Smith County, TN",47169,"Trousdale County, TN",48,937000,19520.833333333332,2019
47159,"Smith County, TN",47149,"Rutherford County, TN",34,655000,19264.70588235294,2019
47165,"Sumner County, TN",47037,"Davidson County, TN",2184,68126000,31193.223443223444,2019
47165,"Sumner County, TN",47147,"Robertson County, TN",1046,27100000,25908.221797323135,2019
47165,"Sumner County, TN",47189,"Wilson County, TN",485,13751000,28352.577319587628,2019
47165,"Sumner County, TN",47149,"Rutherford County, TN",355,8903000,25078.87323943662,2019
47165,"Sumner County, TN",47111,"Macon County, TN",401,6884000,17167.08229426434,2019
47165,"Sumner County, TN",47125,"Montgomery County, TN",291,6411000,22030.927835051545,2019
47165,"Sumner County, TN",47187,"Williamson County, TN",224,12747000,56906.25,2019
47165,"Sumner County, TN",21227,"Warren County, KY",146,3092000,21178.08219178082,2019
47165,"Sumner County, TN",21213,"Simpson County, KY",157,2777000,17687.898089171973,2019
47165,"Sumner County, TN",47169,"Trousdale County, TN",172,3635000,21133.720930232557,2019
47165,"Sumner County, TN",47021,"Cheatham County, TN",129,3416000,26480.62015503876,2019
47165,"Sumner County, TN",47093,"Knox County, TN",93,2559000,27516.129032258064,2019
47165,"Sumner County, TN",47065,"Hamilton County, TN",78,2941000,37705.1282051282,2019
47165,"Sumner County, TN",47119,"Maury County, TN",83,2306000,27783.13253012048,2019
47165,"Sumner County, TN",21003,"Allen County, KY",78,1181000,15141.02564102564,2019
47165,"Sumner County, TN",47157,"Shelby County, TN",76,1820000,23947.36842105263,2019
47165,"Sumner County, TN",47043,"Dickson County, TN",52,1066000,20500.0,2019
47165,"Sumner County, TN",47141,"Putnam County, TN",44,1482000,33681.818181818184,2019
47165,"Sumner County, TN",21111,"Jefferson County, KY",43,1485000,34534.88372093023,2019
47165,"Sumner County, TN",12009,"Brevard County, FL",43,1449000,33697.67441860465,2019
47169,"Trousdale County, TN",47165,"Sumner County, TN",151,2740000,18145.69536423841,2019
47169,"Trousdale County, TN",47189,"Wilson County, TN",119,2352000,19764.70588235294,2019
47169,"Trousdale County, TN",47111,"Macon County, TN",104,1683000,16182.692307692309,2019
47187,"Williamson County, TN",47037,"Davidson County, TN",3325,248187000,74642.7067669173,2019
47187,"Williamson County, TN",47119,"Maury County, TN",1900,69183000,36412.10526315789,2019
47187,"Williamson County, TN",47149,"Rutherford County, TN",940,35171000,37415.95744680851,2019
47187,"Williamson County, TN",47117,"Marshall County, TN",280,8924000,31871.428571428572,2019
47187,"Williamson County, TN",47043,"Dickson County, TN",256,6912000,27000.0,2019
47187,"Williamson County, TN",47189,"Wilson County, TN",214,10255000,47920.56074766355,2019
47187,"Williamson County, TN",47165,"Sumner County, TN",181,8386000,46331.49171270718,2019
47187,"Williamson County, TN",47081,"Hickman County, TN",179,3851000,21513.96648044693,2019
47187,"Williamson County, TN",47065,"Hamilton County, TN",135,6413000,47503.7037037037,2019
47187,"Williamson County, TN",47157,"Shelby County, TN",129,5373000,41651.16279069767,2019
47187,"Williamson County, TN",47093,"Knox County, TN",109,4303000,39477.064220183485,2019
47187,"Williamson County, TN",47125,"Montgomery County, TN",105,3669000,34942.857142857145,2019
47187,"Williamson County, TN",04013,"Maricopa County, AZ",125,6344000,50752.0,2019
47187,"Williamson County, TN",13121,"Fulton County, GA",84,7003000,83369.04761904762,2019
47187,"Williamson County, TN",47021,"Cheatham County, TN",81,3325000,41049.38271604938,2019
47187,"Williamson County, TN",17031,"Cook County, IL",76,3590000,47236.84210526316,2019
47187,"Williamson County, TN",06037,"Los Angeles County, CA",61,2650000,43442.62295081967,2019
47187,"Williamson County, TN",01089,"Madison County, AL",76,2876000,37842.10526315789,2019
47187,"Williamson County, TN",53033,"King County, WA",63,4116000,65333.333333333336,2019
47187,"Williamson County, TN",12095,"Orange County, FL",71,3514000,49492.957746478874,2019
47187,"Williamson County, TN",47003,"Bedford County, TN",65,2126000,32707.69230769231,2019
47187,"Williamson County, TN",01073,"Jefferson County, AL",66,3628000,54969.69696969697,2019
47187,"Williamson County, TN",32003,"Clark County, NV",55,4130000,75090.90909090909,2019
47187,"Williamson County, TN",37119,"Mecklenburg County, NC",62,2379000,38370.967741935485,2019
47187,"Williamson County, TN",06073,"San Diego County, CA",46,2228000,48434.782608695656,2019
47187,"Williamson County, TN",47147,"Robertson County, TN",60,2178000,36300.0,2019
47187,"Williamson County, TN",06059,"Orange County, CA",62,3687000,59467.74193548387,2019
47187,"Williamson County, TN",48113,"Dallas County, TX",46,3425000,74456.52173913043,2019
47187,"Williamson County, TN",48121,"Denton County, TX",53,4009000,75641.50943396226,2019
47187,"Williamson County, TN",48201,"Harris County, TX",43,2039000,47418.604651162794,2019
47187,"Williamson County, TN",13067,"Cobb County, GA",58,3121000,53810.34482758621,2019
47187,"Williamson County, TN",21111,"Jefferson County, KY",50,3658000,73160.0,2019
47187,"Williamson County, TN",12099,"Palm Beach County, FL",51,5202000,102000.0,2019
47187,"Williamson County, TN",45019,"Charleston County, SC",50,3257000,65140.0,2019
47187,"Williamson County, TN",51059,"Fairfax County, VA",52,2066000,39730.769230769234,2019
47187,"Williamson County, TN",47141,"Putnam County, TN",39,1600000,41025.64102564102,2019
47187,"Williamson County, TN",12103,"Pinellas County, FL",42,1628000,38761.90476190476,2019
47189,"Wilson County, TN",47037,"Davidson County, TN",1809,76618000,42353.78662244334,2019
47189,"Wilson County, TN",47149,"Rutherford County, TN",825,22574000,27362.424242424244,2019
47189,"Wilson County, TN",47165,"Sumner County, TN",588,19533000,33219.38775510204,2019
47189,"Wilson County, TN",47159,"Smith County, TN",402,8461000,21047.26368159204,2019
47189,"Wilson County, TN",47187,"Williamson County, TN",264,10884000,41227.27272727273,2019
47189,"Wilson County, TN",47169,"Trousdale County, TN",176,4481000,25460.227272727272,2019
47189,"Wilson County, TN",47041,"DeKalb County, TN",193,3872000,20062.17616580311,2019
47189,"Wilson County, TN",47141,"Putnam County, TN",127,3133000,24669.291338582676,2019
47189,"Wilson County, TN",47125,"Montgomery County, TN",127,2524000,19874.015748031496,2019
47189,"Wilson County, TN",47111,"Macon County, TN",107,2206000,20616.82242990654,2019
47189,"Wilson County, TN",47147,"Robertson County, TN",86,2750000,31976.74418604651,2019
47189,"Wilson County, TN",47157,"Shelby County, TN",76,2813000,37013.15789473684,2019
47189,"Wilson County, TN",47119,"Maury County, TN",76,2763000,36355.26315789474,2019
47189,"Wilson County, TN",47093,"Knox County, TN",73,2723000,37301.3698630137,2019
47189,"Wilson County, TN",47065,"Hamilton County, TN",49,1516000,30938.775510204083,2019
47189,"Wilson County, TN",04013,"Maricopa County, AZ",38,1340000,35263.15789473684,2019
47189,"Wilson County, TN",47021,"Cheatham County, TN",28,1033000,36892.857142857145,2019
47189,"Wilson County, TN",12095,"Orange County, FL",26,1103000,42423.07692307692,2019
47189,"Wilson County, TN",47043,"Dickson County, TN",44,1007000,22886.363636363636,2019
47015,"Cannon County, TN",47149,"Rutherford County, TN",283,5735000,20265.017667844524,2021
47015,"Cannon County, TN",47177,"Warren County, TN",99,2360000,23838.383838383837,2021
47015,"Cannon County, TN",47031,"Coffee County, TN",47,953000,20276.59574468085,2021
47015,"Cannon County, TN",47041,"DeKalb County, TN",46,749000,16282.608695652174,2021
47021,"Cheatham County, TN",47037,"Davidson County, TN",562,20110000,35782.91814946619,2021
47021,"Cheatham County, TN",47125,"Montgomery County, TN",430,11459000,26648.837209302324,2021
47021,"Cheatham County, TN",47147,"Robertson County, TN",249,6937000,27859.437751004018,2021
47021,"Cheatham County, TN",47043,"Dickson County, TN",223,6696000,30026.905829596413,2021
47021,"Cheatham County, TN",47165,"Sumner County, TN",99,2900000,29292.929292929293,2021
47021,"Cheatham County, TN",47187,"Williamson County, TN",104,4944000,47538.46153846154,2021
47021,"Cheatham County, TN",47149,"Rutherford County, TN",63,1836000,29142.85714285714,2021
47021,"Cheatham County, TN",47189,"Wilson County, TN",56,1573000,28089.285714285714,2021
47021,"Cheatham County, TN",47119,"Maury County, TN",37,1056000,28540.54054054054,2021
47021,"Cheatham County, TN",47081,"Hickman County, TN",40,853000,21325.0,2021
47037,"Davidson County, TN",47149,"Rutherford County, TN",7702,189835000,24647.494157361725,2021
47037,"Davidson County, TN",47187,"Williamson County, TN",4847,338562000,69849.80400247576,2021
47037,"Davidson County, TN",47165,"Sumner County, TN",3901,141130000,36177.903101768774,2021
47037,"Davidson County, TN",47189,"Wilson County, TN",4097,167462000,40874.29826702465,2021
47037,"Davidson County, TN",47125,"Montgomery County, TN",2218,47749000,21527.95311091073,2021
47037,"Davidson County, TN",47147,"Robertson County, TN",1171,34497000,29459.436379163108,2021
47037,"Davidson County, TN",47021,"Cheatham County, TN",1037,32529000,31368.370298939248,2021
47037,"Davidson County, TN",47119,"Maury County, TN",961,34463000,35861.60249739854,2021
47037,"Davidson County, TN",47157,"Shelby County, TN",697,24332000,34909.61262553802,2021
47037,"Davidson County, TN",47043,"Dickson County, TN",584,18058000,30921.23287671233,2021
47037,"Davidson County, TN",47065,"Hamilton County, TN",484,17463000,36080.57851239669,2021
