origin_FIPS,origin_county,destination_FIPS,destination_county,people_inflow,agi_inflow,agi_capita_inflow,year
47165,"Sumner County, TN",47149,"Rutherford County, TN",355,8903000,25078.87323943662,2019
47119,"Maury County, TN",47149,"Rutherford County, TN",341,9468000,27765.39589442815,2019
47125,"Montgomery County, TN",47149,"Rutherford County, TN",222,5173000,23301.8018018018,2019
47015,"Cannon County, TN",47149,"Rutherford County, TN",218,4930000,22614.67889908257,2019
47065,"Hamilton County, TN",47149,"Rutherford County, TN",175,5616000,32091.428571428572,2019
47093,"Knox County, TN",47149,"Rutherford County, TN",168,6262000,37273.80952380953,2019
47113,"Madison County, TN",47149,"Rutherford County, TN",200,2645000,13225.0,2019
17031,"Cook County, IL",47149,"Rutherford County, TN",136,4010000,29485.29411764706,2019
47117,"Marshall County, TN",47149,"Rutherford County, TN",138,3132000,22695.652173913044,2019
47177,"Warren County, TN",47149,"Rutherford County, TN",105,3230000,30761.904761904763,2019
47147,"Robertson County, TN",47149,"Rutherford County, TN",123,3012000,24487.80487804878,2019
06037,"Los Angeles County, CA",47149,"Rutherford County, TN",92,3165000,34402.17391304348,2019
47141,"Putnam County, TN",47149,"Rutherford County, TN",75,1891000,25213.333333333332,2019
01089,"Madison County, AL",47149,"Rutherford County, TN",90,2162000,24022.222222222223,2019
06073,"San Diego County, CA",47149,"Rutherford County, TN",102,2405000,23578.43137254902,2019
47051,"Franklin County, TN",47149,"Rutherford County, TN",74,2011000,27175.675675675677,2019
47043,"Dickson County, TN",47149,"Rutherford County, TN",78,1874000,24025.641025641027,2019
32003,"Clark County, NV",47149,"Rutherford County, TN",74,1796000,24270.27027027027,2019
06065,"Riverside County, CA",47149,"Rutherford County, TN",88,2496000,28363.636363636364,2019
06059,"Orange County, CA",47149,"Rutherford County, TN",70,3232000,46171.42857142857,2019
12011,"Broward County, FL",47149,"Rutherford County, TN",76,1575000,20723.684210526317,2019
47053,"Gibson County, TN",47149,"Rutherford County, TN",81,1109000,13691.358024691359,2019
04013,"Maricopa County, AZ",47149,"Rutherford County, TN",58,2346000,40448.275862068964,2019
12095,"Orange County, FL",47149,"Rutherford County, TN",73,1577000,21602.739726027397,2019
47041,"DeKalb County, TN",47149,"Rutherford County, TN",51,1390000,27254.901960784315,2019
48201,"Harris County, TX",47149,"Rutherford County, TN",66,1702000,25787.878787878788,2019
06071,"San Bernardino County, CA",47149,"Rutherford County, TN",65,1671000,25707.69230769231,2019
13067,"Cobb County, GA",47149,"Rutherford County, TN",55,2257000,41036.36363636364,2019
13121,"Fulton County, GA",47149,"Rutherford County, TN",54,2618000,48481.48148148148,2019
12099,"Palm Beach County, FL",47149,"Rutherford County, TN",51,1088000,21333.333333333332,2019
26163,"Wayne County, MI",47149,"Rutherford County, TN",54,1028000,19037.037037037036,2019
39049,"Franklin County, OH",47149,"Rutherford County, TN",45,1505000,33444.444444444445,2019
01073,"Jefferson County, AL",47149,"Rutherford County, TN",49,864000,17632.65306122449,2019
13135,"Gwinnett County, GA",47149,"Rutherford County, TN",43,1651000,38395.348837209305,2019
47021,"Cheatham County, TN",47149,"Rutherford County, TN",55,1213000,22054.545454545456,2019
47035,"Cumberland County, TN",47149,"Rutherford County, TN",47,1315000,27978.72340425532,2019
21111,"Jefferson County, KY",47149,"Rutherford County, TN",44,1427000,32431.81818181818,2019
28033,"DeSoto County, MS",47149,"Rutherford County, TN",54,1531000,28351.85185185185,2019
47179,"Washington County, TN",47149,"Rutherford County, TN",48,1117000,23270.833333333332,2019
47103,"Lincoln County, TN",47149,"Rutherford County, TN",42,890000,21190.47619047619,2019
12103,"Pinellas County, FL",47149,"Rutherford County, TN",42,896000,21333.333333333332,2019
12057,"Hillsborough County, FL",47149,"Rutherford County, TN",47,1075000,22872.340425531915,2019
18097,"Marion County, IN",47149,"Rutherford County, TN",45,707000,15711.111111111111,2019
47081,"Hickman County, TN",47149,"Rutherford County, TN",45,902000,20044.444444444445,2019
26125,"Oakland County, MI",47149,"Rutherford County, TN",50,1227000,24540.0,2019
47011,"Bradley County, TN",47149,"Rutherford County, TN",34,785000,23088.235294117647,2019
12009,"Brevard County, FL",47149,"Rutherford County, TN",39,757000,19410.25641025641,2019
47159,"Smith County, TN",47149,"Rutherford County, TN",34,655000,19264.70588235294,2019
12005,"Bay County, FL",47149,"Rutherford County, TN",45,813000,18066.666666666668,2019
21227,"Warren County, KY",47149,"Rutherford County, TN",31,738000,23806.451612903227,2019
48439,"Tarrant County, TX",47149,"Rutherford County, TN",40,1059000,26475.0,2019
47189,"Wilson County, TN",47159,"Smith County, TN",402,8461000,21047.26368159204,2019
47037,"Davidson County, TN",47159,"Smith County, TN",101,2632000,26059.40594059406,2019
47041,"DeKalb County, TN",47159,"Smith County, TN",57,909000,15947.368421052632,2019
47149,"Rutherford County, TN",47159,"Smith County, TN",53,1146000,21622.64150943396,2019
47141,"Putnam County, TN",47159,"Smith County, TN",43,942000,21906.976744186046,2019
47111,"Macon County, TN",47159,"Smith County, TN",39,564000,14461.538461538461,2019
47037,"Davidson County, TN",47165,"Sumner County, TN",3932,119467000,30383.26551373347,2019
47147,"Robertson County, TN",47165,"Sumner County, TN",1124,30358000,27008.896797153026,2019
47189,"Wilson County, TN",47165,"Sumner County, TN",588,19533000,33219.38775510204,2019
47149,"Rutherford County, TN",47165,"Sumner County, TN",414,9838000,23763.28502415459,2019
47111,"Macon County, TN",47165,"Sumner County, TN",319,4901000,15363.636363636364,2019
47125,"Montgomery County, TN",47165,"Sumner County, TN",205,5773000,28160.975609756097,2019
47187,"Williamson County, TN",47165,"Sumner County, TN",181,8386000,46331.49171270718,2019
21227,"Warren County, KY",47165,"Sumner County, TN",124,3319000,26766.129032258064,2019
47169,"Trousdale County, TN",47165,"Sumner County, TN",151,2740000,18145.69536423841,2019
21213,"Simpson County, KY",47165,"Sumner County, TN",135,2304000,17066.666666666668,2019
47157,"Shelby County, TN",47165,"Sumner County, TN",123,3668000,29821.138211382113,2019
17031,"Cook County, IL",47165,"Sumner County, TN",131,8545000,65229.00763358779,2019
47021,"Cheatham County, TN",47165,"Sumner County, TN",104,2237000,21509.615384615383,2019
47093,"Knox County, TN",47165,"Sumner County, TN",87,2149000,24701.149425287356,2019
06037,"Los Angeles County, CA",47165,"Sumner County, TN",103,4086000,39669.90291262136,2019
47065,"Hamilton County, TN",47165,"Sumner County, TN",76,3094000,40710.52631578947,2019
47141,"Putnam County, TN",47165,"Sumner County, TN",52,1358000,26115.384615384617,2019
04013,"Maricopa County, AZ",47165,"Sumner County, TN",88,2825000,32102.272727272728,2019
06059,"Orange County, CA",47165,"Sumner County, TN",64,2508000,39187.5,2019
47043,"Dickson County, TN",47165,"Sumner County, TN",50,827000,16540.0,2019
06065,"Riverside County, CA",47165,"Sumner County, TN",71,2699000,38014.08450704225,2019
21003,"Allen County, KY",47165,"Sumner County, TN",64,767000,11984.375,2019
06073,"San Diego County, CA",47165,"Sumner County, TN",61,1917000,31426.22950819672,2019
47159,"Smith County, TN",47165,"Sumner County, TN",60,996000,16600.0,2019
47119,"Maury County, TN",47165,"Sumner County, TN",41,977000,23829.268292682926,2019
48201,"Harris County, TX",47165,"Sumner County, TN",55,2183000,39690.90909090909,2019
01089,"Madison County, AL",47165,"Sumner County, TN",48,1494000,31125.0,2019
17197,"Will County, IL",47165,"Sumner County, TN",58,1888000,32551.724137931036,2019
12095,"Orange County, FL",47165,"Sumner County, TN",48,1809000,37687.5,2019
21111,"Jefferson County, KY",47165,"Sumner County, TN",43,2062000,47953.48837209302,2019
47113,"Madison County, TN",47165,"Sumner County, TN",41,1466000,35756.09756097561,2019
47189,"Wilson County, TN",47169,"Trousdale County, TN",176,4481000,25460.227272727272,2019
47165,"Sumner County, TN",47169,"Trousdale County, TN",172,3635000,21133.720930232557,2019
47111,"Macon County, TN",47169,"Trousdale County, TN",93,1628000,17505.37634408602,2019
47037,"Davidson County, TN",47169,"Trousdale County, TN",61,1257000,20606.55737704918,2019
47159,"Smith County, TN",47169,"Trousdale County, TN",48,937000,19520.833333333332,2019
47037,"Davidson County, TN",47187,"Williamson County, TN",4981,258375000,51872.114033326645,2019
47119,"Maury County, TN",47187,"Williamson County, TN",1153,39961000,34658.2827406765,2019
47149,"Rutherford County, TN",47187,"Williamson County, TN",990,48026000,48511.11111111111,2019
06037,"Los Angeles County, CA",47187,"Williamson County, TN",354,42098000,118920.90395480226,2019
06059,"Orange County, CA",47187,"Williamson County, TN",305,37543000,123091.80327868853,2019
47157,"Shelby County, TN",47187,"Williamson County, TN",255,18378000,72070.58823529411,2019
47189,"Wilson County, TN",47187,"Williamson County, TN",264,10884000,41227.27272727273,2019
47165,"Sumner County, TN",47187,"Williamson County, TN",224,12747000,56906.25,2019
17031,"Cook County, IL",47187,"Williamson County, TN",206,17627000,85567.96116504855,2019
47043,"Dickson County, TN",47187,"Williamson County, TN",176,4281000,24323.863636363636,2019
47093,"Knox County, TN",47187,"Williamson County, TN",131,5578000,42580.15267175573,2019
47065,"Hamilton County, TN",47187,"Williamson County, TN",118,5112000,43322.03389830508,2019
47081,"Hickman County, TN",47187,"Williamson County, TN",122,3187000,26122.950819672133,2019
04013,"Maricopa County, AZ",47187,"Williamson County, TN",157,8631000,54974.52229299363,2019
47117,"Marshall County, TN",47187,"Williamson County, TN",119,3076000,25848.73949579832,2019
47125,"Montgomery County, TN",47187,"Williamson County, TN",102,5975000,58578.43137254902,2019
53033,"King County, WA",47187,"Williamson County, TN",125,10743000,85944.0,2019
06073,"San Diego County, CA",47187,"Williamson County, TN",106,14197000,133933.96226415093,2019
13121,"Fulton County, GA",47187,"Williamson County, TN",102,5403000,52970.58823529412,2019
01073,"Jefferson County, AL",47187,"Williamson County, TN",92,5560000,60434.782608695656,2019
21111,"Jefferson County, KY",47187,"Williamson County, TN",74,4954000,66945.94594594595,2019
17043,"DuPage County, IL",47187,"Williamson County, TN",94,11061000,117670.21276595745,2019
26125,"Oakland County, MI",47187,"Williamson County, TN",77,7967000,103467.53246753247,2019
06111,"Ventura County, CA",47187,"Williamson County, TN",88,8745000,99375.0,2019
48113,"Dallas County, TX",47187,"Williamson County, TN",66,6426000,97363.63636363637,2019
48439,"Tarrant County, TX",47187,"Williamson County, TN",72,6088000,84555.55555555556,2019
12095,"Orange County, FL",47187,"Williamson County, TN",74,2273000,30716.216216216217,2019
12099,"Palm Beach County, FL",47187,"Williamson County, TN",75,2912000,38826.666666666664,2019
12057,"Hillsborough County, FL",47187,"Williamson County, TN",77,2299000,29857.14285714286,2019
37119,"Mecklenburg County, NC",47187,"Williamson County, TN",82,5696000,69463.41463414633,2019
47021,"Cheatham County, TN",47187,"Williamson County, TN",62,1903000,30693.548387096773,2019
48085,"Collin County, TX",47187,"Williamson County, TN",82,3587000,43743.90243902439,2019
06065,"Riverside County, CA",47187,"Williamson County, TN",63,4197000,66619.04761904762,2019
13135,"Gwinnett County, GA",47187,"Williamson County, TN",65,4561000,70169.23076923077,2019
36061,"New York County, NY",47187,"Williamson County, TN",59,7036000,119254.2372881356,2019
13067,"Cobb County, GA",47187,"Williamson County, TN",64,5047000,78859.375,2019
17089,"Kane County, IL",47187,"Williamson County, TN",92,4709000,51184.782608695656,2019
48201,"Harris County, TX",47187,"Williamson County, TN",63,3355000,53253.968253968254,2019
06085,"Santa Clara County, CA",47187,"Williamson County, TN",60,5564000,92733.33333333333,2019
48121,"Denton County, TX",47187,"Williamson County, TN",66,5517000,83590.90909090909,2019
01089,"Madison County, AL",47187,"Williamson County, TN",50,4655000,93100.0,2019
12011,"Broward County, FL",47187,"Williamson County, TN",51,2755000,54019.60784313725,2019
39049,"Franklin County, OH",47187,"Williamson County, TN",50,1617000,32340.0,2019
06071,"San Bernardino County, CA",47187,"Williamson County, TN",54,2745000,50833.333333333336,2019
47113,"Madison County, TN",47187,"Williamson County, TN",53,2569000,48471.698113207545,2019
06001,"Alameda County, CA",47187,"Williamson County, TN",65,4212000,64800.0,2019
29189,"St. Louis County, MO",47187,"Williamson County, TN",56,4053000,72375.0,2019
47003,"Bedford County, TN",47187,"Williamson County, TN",42,1095000,26071.428571428572,2019
17097,"Lake County, IL",47187,"Williamson County, TN",63,7112000,112888.88888888889,2019
18057,"Hamilton County, IN",47187,"Williamson County, TN",51,3128000,61333.333333333336,2019
12071,"Lee County, FL",47187,"Williamson County, TN",42,1909000,45452.380952380954,2019
13089,"DeKalb County, GA",47187,"Williamson County, TN",37,2166000,58540.54054054054,2019
48453,"Travis County, TX",47187,"Williamson County, TN",37,2040000,55135.13513513513,2019
05007,"Benton County, AR",47187,"Williamson County, TN",61,3109000,50967.2131147541,2019
51059,"Fairfax County, VA",47187,"Williamson County, TN",47,4146000,88212.76595744681,2019
47037,"Davidson County, TN",47189,"Wilson County, TN",3710,122863000,33116.711590296494,2019
47149,"Rutherford County, TN",47189,"Wilson County, TN",817,23970000,29339.0452876377,2019
47165,"Sumner County, TN",47189,"Wilson County, TN",485,13751000,28352.577319587628,2019
47159,"Smith County, TN",47189,"Wilson County, TN",254,4985000,19625.984251968504,2019
47187,"Williamson County, TN",47189,"Wilson County, TN",214,10255000,47920.56074766355,2019
47141,"Putnam County, TN",47189,"Wilson County, TN",105,2994000,28514.285714285714,2019
47125,"Montgomery County, TN",47189,"Wilson County, TN",114,3677000,32254.385964912282,2019
47169,"Trousdale County, TN",47189,"Wilson County, TN",119,2352000,19764.70588235294,2019
47041,"DeKalb County, TN",47189,"Wilson County, TN",111,2083000,18765.765765765766,2019
47157,"Shelby County, TN",47189,"Wilson County, TN",109,4792000,43963.30275229358,2019
47147,"Robertson County, TN",47189,"Wilson County, TN",83,2773000,33409.638554216865,2019
47093,"Knox County, TN",47189,"Wilson County, TN",77,2808000,36467.53246753247,2019
17031,"Cook County, IL",47189,"Wilson County, TN",71,4520000,63661.971830985916,2019
06059,"Orange County, CA",47189,"Wilson County, TN",75,3713000,49506.666666666664,2019
47065,"Hamilton County, TN",47189,"Wilson County, TN",70,2310000,33000.0,2019
47021,"Cheatham County, TN",47189,"Wilson County, TN",49,2238000,45673.4693877551,2019
06037,"Los Angeles County, CA",47189,"Wilson County, TN",59,2804000,47525.42372881356,2019
04013,"Maricopa County, AZ",47189,"Wilson County, TN",70,2909000,41557.142857142855,2019
47043,"Dickson County, TN",47189,"Wilson County, TN",45,1123000,24955.555555555555,2019
47111,"Macon County, TN",47189,"Wilson County, TN",46,872000,18956.521739130436,2019
01089,"Madison County, AL",47189,"Wilson County, TN",39,1692000,43384.61538461538,2019
17043,"DuPage County, IL",47189,"Wilson County, TN",40,2677000,66925.0,2019
47149,"Rutherford County, TN",47015,"Cannon County, TN",454,11510000,25352.422907488988,2020
47177,"Warren County, TN",47015,"Cannon County, TN",72,1782000,24750.0,2020
47031,"Coffee County, TN",47015,"Cannon County, TN",53,878000,16566.037735849055,2020
47003,"Bedford County, TN",47015,"Cannon County, TN",50,693000,13860.0,2020
47041,"DeKalb County, TN",47015,"Cannon County, TN",34,413000,12147.058823529413,2020
47037,"Davidson County, TN",47021,"Cheatham County, TN",1241,37401000,30137.792103142627,2020
47125,"Montgomery County, TN",47021,"Cheatham County, TN",311,8808000,28321.54340836013,2020
47147,"Robertson County, TN",47021,"Cheatham County, TN",215,8196000,38120.93023255814,2020
47043,"Dickson County, TN",47021,"Cheatham County, TN",118,3660000,31016.949152542373,2020
47165,"Sumner County, TN",47021,"Cheatham County, TN",136,4072000,29941.176470588234,2020
47149,"Rutherford County, TN",47021,"Cheatham County, TN",102,2513000,24637.254901960783,2020
47187,"Williamson County, TN",47021,"Cheatham County, TN",82,4172000,50878.04878048781,2020
47189,"Wilson County, TN",47021,"Cheatham County, TN",67,2749000,41029.850746268654,2020
47149,"Rutherford County, TN",47037,"Davidson County, TN",3632,88828000,24457.04845814978,2020
47187,"Williamson County, TN",47037,"Davidson County, TN",3155,215821000,68406.02218700475,2020
47165,"Sumner County, TN",47037,"Davidson County, TN",2208,65508000,29668.478260869564,2020
47189,"Wilson County, TN",47037,"Davidson County, TN",1815,59409000,32732.23140495868,2020
47125,"Montgomery County, TN",47037,"Davidson County, TN",1133,27572000,24335.39276257723,2020
47157,"Shelby County, TN",47037,"Davidson County, TN",953,35541000,37293.809024134316,2020
06037,"Los Angeles County, CA",47037,"Davidson County, TN",798,75551000,94675.43859649122,2020
36061,"New York County, NY",47037,"Davidson County, TN",693,88163000,127219.33621933623,2020
17031,"Cook County, IL",47037,"Davidson County, TN",760,59787000,78667.1052631579,2020
47147,"Robertson County, TN",47037,"Davidson County, TN",597,13845000,23190.954773869347,2020
47021,"Cheatham County, TN",47037,"Davidson County, TN",558,17853000,31994.62365591398,2020
47093,"Knox County, TN",47037,"Davidson County, TN",435,24019000,55216.09195402299,2020
47119,"Maury County, TN",47037,"Davidson County, TN",405,12325000,30432.0987654321,2020
47065,"Hamilton County, TN",47037,"Davidson County, TN",337,13039000,38691.39465875371,2020
13121,"Fulton County, GA",47037,"Davidson County, TN",318,24662000,77553.45911949685,2020
36047,"Kings County, NY",47037,"Davidson County, TN",267,19877000,74445.69288389513,2020
48201,"Harris County, TX",47037,"Davidson County, TN",296,14969000,50570.94594594595,2020
48113,"Dallas County, TX",47037,"Davidson County, TN",266,25005000,94003.75939849624,2020
47043,"Dickson County, TN",47037,"Davidson County, TN",262,7235000,27614.503816793895,2020
04013,"Maricopa County, AZ",47037,"Davidson County, TN",248,17994000,72556.45161290323,2020
06073,"San Diego County, CA",47037,"Davidson County, TN",244,13114000,53745.901639344265,2020
37119,"Mecklenburg County, NC",47037,"Davidson County, TN",192,11730000,61093.75,2020
01073,"Jefferson County, AL",47037,"Davidson County, TN",218,9601000,44041.28440366973,2020
06059,"Orange County, CA",47037,"Davidson County, TN",222,13420000,60450.45045045045,2020
53033,"King County, WA",47037,"Davidson County, TN",199,17677000,88829.14572864321,2020
21111,"Jefferson County, KY",47037,"Davidson County, TN",193,8457000,43818.65284974093,2020
01089,"Madison County, AL",47037,"Davidson County, TN",192,7103000,36994.791666666664,2020
12011,"Broward County, FL",47037,"Davidson County, TN",194,9112000,46969.072164948455,2020
21227,"Warren County, KY",47037,"Davidson County, TN",207,5806000,28048.309178743963,2020
12095,"Orange County, FL",47037,"Davidson County, TN",182,8007000,43994.505494505494,2020
47113,"Madison County, TN",47037,"Davidson County, TN",202,4975000,24628.712871287127,2020
48453,"Travis County, TX",47037,"Davidson County, TN",182,10673000,58642.857142857145,2020
32003,"Clark County, NV",47037,"Davidson County, TN",188,6188000,32914.89361702128,2020
13089,"DeKalb County, GA",47037,"Davidson County, TN",169,8751000,51781.065088757394,2020
12057,"Hillsborough County, FL",47037,"Davidson County, TN",162,7945000,49043.20987654321,2020
11001,"District of Columbia, DC",47037,"Davidson County, TN",152,16989000,111769.73684210527,2020
12099,"Palm Beach County, FL",47037,"Davidson County, TN",141,9402000,66680.85106382979,2020
37183,"Wake County, NC",47037,"Davidson County, TN",160,10801000,67506.25,2020
39049,"Franklin County, OH",47037,"Davidson County, TN",132,8207000,62174.242424242424,2020
06075,"San Francisco County, CA",47037,"Davidson County, TN",155,22715000,146548.38709677418,2020
36081,"Queens County, NY",47037,"Davidson County, TN",178,7512000,42202.247191011236,2020
08031,"Denver County, CO",47037,"Davidson County, TN",125,8571000,68568.0,2020
18097,"Marion County, IN",47037,"Davidson County, TN",143,7834000,54783.21678321678,2020
13067,"Cobb County, GA",47037,"Davidson County, TN",144,6814000,47319.444444444445,2020
25025,"Suffolk County, MA",47037,"Davidson County, TN",113,7201000,63725.66371681416,2020
17043,"DuPage County, IL",47037,"Davidson County, TN",156,18162000,116423.07692307692,2020
25017,"Middlesex County, MA",47037,"Davidson County, TN",126,7413000,58833.333333333336,2020
26125,"Oakland County, MI",47037,"Davidson County, TN",120,7723000,64358.333333333336,2020
12031,"Duval County, FL",47037,"Davidson County, TN",121,4181000,34553.71900826446,2020
06001,"Alameda County, CA",47037,"Davidson County, TN",128,9998000,78109.375,2020
13135,"Gwinnett County, GA",47037,"Davidson County, TN",123,3844000,31252.032520325203,2020
51059,"Fairfax County, VA",47037,"Davidson County, TN",125,9418000,75344.0,2020
47141,"Putnam County, TN",47037,"Davidson County, TN",104,3521000,33855.769230769234,2020
12103,"Pinellas County, FL",47037,"Davidson County, TN",111,4720000,42522.52252252252,2020
21047,"Christian County, KY",47037,"Davidson County, TN",125,3167000,25336.0,2020
42003,"Allegheny County, PA",47037,"Davidson County, TN",90,4928000,54755.555555555555,2020
39061,"Hamilton County, OH",47037,"Davidson County, TN",101,5715000,56584.158415841586,2020
39035,"Cuyahoga County, OH",47037,"Davidson County, TN",121,8802000,72743.80165289257,2020
42101,"Philadelphia County, PA",47037,"Davidson County, TN",105,6297000,59971.42857142857,2020
29189,"St. Louis County, MO",47037,"Davidson County, TN",117,6808000,58188.03418803419,2020
48029,"Bexar County, TX",47037,"Davidson County, TN",125,4661000,37288.0,2020
45019,"Charleston County, SC",47037,"Davidson County, TN",99,5133000,51848.48484848485,2020
34017,"Hudson County, NJ",47037,"Davidson County, TN",112,7965000,71116.07142857143,2020
27053,"Hennepin County, MN",47037,"Davidson County, TN",85,5480000,64470.58823529412,2020
21067,"Fayette County, KY",47037,"Davidson County, TN",97,4128000,42556.701030927834,2020
26163,"Wayne County, MI",47037,"Davidson County, TN",111,3355000,30225.225225225226,2020
48439,"Tarrant County, TX",47037,"Davidson County, TN",118,3413000,28923.728813559323,2020
06065,"Riverside County, CA",47037,"Davidson County, TN",93,3822000,41096.77419354839,2020
06085,"Santa Clara County, CA",47037,"Davidson County, TN",98,7121000,72663.26530612246,2020
09001,"Fairfield County, CT",47037,"Davidson County, TN",119,10899000,91588.23529411765,2020
22071,"Orleans Parish, LA",47037,"Davidson County, TN",77,3874000,50311.68831168831,2020
55079,"Milwaukee County, WI",47037,"Davidson County, TN",89,3876000,43550.56179775281,2020
41051,"Multnomah County, OR",47037,"Davidson County, TN",63,3764000,59746.031746031746,2020
47031,"Coffee County, TN",47037,"Davidson County, TN",87,2240000,25747.126436781607,2020
49035,"Salt Lake County, UT",47037,"Davidson County, TN",81,4019000,49617.28395061728,2020
24031,"Montgomery County, MD",47037,"Davidson County, TN",90,4720000,52444.444444444445,2020
05119,"Pulaski County, AR",47037,"Davidson County, TN",73,6366000,87205.47945205479,2020
48085,"Collin County, TX",47037,"Davidson County, TN",80,5610000,70125.0,2020
12071,"Lee County, FL",47037,"Davidson County, TN",67,3792000,56597.014925373136,2020
47179,"Washington County, TN",47037,"Davidson County, TN",77,2124000,27584.415584415583,2020
55025,"Dane County, WI",47037,"Davidson County, TN",65,4869000,74907.69230769231,2020
47003,"Bedford County, TN",47037,"Davidson County, TN",90,1544000,17155.555555555555,2020
26081,"Kent County, MI",47037,"Davidson County, TN",65,2476000,38092.307692307695,2020
24510,"Baltimore city, MD",47037,"Davidson County, TN",65,4115000,63307.692307692305,2020
36059,"Nassau County, NY",47037,"Davidson County, TN",73,6236000,85424.65753424658,2020
37063,"Durham County, NC",47037,"Davidson County, TN",69,3269000,47376.811594202896,2020
06071,"San Bernardino County, CA",47037,"Davidson County, TN",99,3009000,30393.939393939392,2020
29510,"St. Louis city, MO",47037,"Davidson County, TN",58,3314000,57137.93103448276,2020
29095,"Jackson County, MO",47037,"Davidson County, TN",68,3056000,44941.17647058824,2020
18057,"Hamilton County, IN",47037,"Davidson County, TN",59,5035000,85338.98305084746,2020
47117,"Marshall County, TN",47037,"Davidson County, TN",65,1932000,29723.076923076922,2020
08041,"El Paso County, CO",47037,"Davidson County, TN",74,2296000,31027.027027027027,2020
09009,"New Haven County, CT",47037,"Davidson County, TN",64,2399000,37484.375,2020
36103,"Suffolk County, NY",47037,"Davidson County, TN",56,2183000,38982.142857142855,2020
17097,"Lake County, IL",47037,"Davidson County, TN",68,4430000,65147.05882352941,2020
28033,"DeSoto County, MS",47037,"Davidson County, TN",79,1727000,21860.759493670885,2020
28049,"Hinds County, MS",47037,"Davidson County, TN",70,1851000,26442.85714285714,2020
47081,"Hickman County, TN",47037,"Davidson County, TN",73,1419000,19438.35616438356,2020
45079,"Richland County, SC",47037,"Davidson County, TN",60,3317000,55283.333333333336,2020
12115,"Sarasota County, FL",47037,"Davidson County, TN",52,2509000,48250.0,2020
36055,"Monroe County, NY",47037,"Davidson County, TN",47,2125000,45212.765957446805,2020
51013,"Arlington County, VA",47037,"Davidson County, TN",46,3638000,79086.95652173914,2020
08059,"Jefferson County, CO",47037,"Davidson County, TN",58,2387000,41155.1724137931,2020
06067,"Sacramento County, CA",47037,"Davidson County, TN",67,3267000,48761.19402985075,2020
08005,"Arapahoe County, CO",47037,"Davidson County, TN",52,5458000,104961.53846153847,2020
17197,"Will County, IL",47037,"Davidson County, TN",57,4001000,70192.98245614035,2020
42091,"Montgomery County, PA",47037,"Davidson County, TN",51,3508000,68784.3137254902,2020
47009,"Blount County, TN",47037,"Davidson County, TN",53,1892000,35698.11320754717,2020
01097,"Mobile County, AL",47037,"Davidson County, TN",53,2193000,41377.35849056604,2020
01101,"Montgomery County, AL",47037,"Davidson County, TN",53,1625000,30660.377358490565,2020
06013,"Contra Costa County, CA",47037,"Davidson County, TN",46,3013000,65500.0,2020
17089,"Kane County, IL",47037,"Davidson County, TN",58,2506000,43206.89655172414,2020
36119,"Westchester County, NY",47037,"Davidson County, TN",63,4250000,67460.31746031746,2020
06111,"Ventura County, CA",47037,"Davidson County, TN",52,3395000,65288.46153846154,2020
15003,"Honolulu County, HI",47037,"Davidson County, TN",57,3039000,53315.78947368421,2020
20091,"Johnson County, KS",47037,"Davidson County, TN",41,2021000,49292.68292682927,2020
25021,"Norfolk County, MA",47037,"Davidson County, TN",52,3069000,59019.230769230766,2020
48121,"Denton County, TX",47037,"Davidson County, TN",50,2863000,57260.0,2020
12073,"Leon County, FL",47037,"Davidson County, TN",49,1871000,38183.67346938775,2020
22051,"Jefferson Parish, LA",47037,"Davidson County, TN",65,1722000,26492.30769230769,2020
36029,"Erie County, NY",47037,"Davidson County, TN",46,1586000,34478.260869565216,2020
01125,"Tuscaloosa County, AL",47037,"Davidson County, TN",41,1064000,25951.219512195123,2020
12127,"Volusia County, FL",47037,"Davidson County, TN",47,869000,18489.36170212766,2020
18163,"Vanderburgh County, IN",47037,"Davidson County, TN",39,1325000,33974.35897435898,2020
47085,"Humphreys County, TN",47037,"Davidson County, TN",50,1545000,30900.0,2020
01117,"Shelby County, AL",47037,"Davidson County, TN",47,2930000,62340.425531914894,2020
13051,"Chatham County, GA",47037,"Davidson County, TN",46,1586000,34478.260869565216,2020
37021,"Buncombe County, NC",47037,"Davidson County, TN",36,1951000,54194.444444444445,2020
37067,"Forsyth County, NC",47037,"Davidson County, TN",38,1913000,50342.10526315789,2020
47163,"Sullivan County, TN",47037,"Davidson County, TN",41,2194000,53512.19512195122,2020
51107,"Loudoun County, VA",47037,"Davidson County, TN",55,1512000,27490.909090909092,2020
51760,"Richmond city, VA",47037,"Davidson County, TN",46,2504000,54434.782608695656,2020
12001,"Alachua County, FL",47037,"Davidson County, TN",40,1338000,33450.0,2020
22033,"East Baton Rouge Parish, LA",47037,"Davidson County, TN",50,2039000,40780.0,2020
47159,"Smith County, TN",47037,"Davidson County, TN",50,1053000,21060.0,2020
53053,"Pierce County, WA",47037,"Davidson County, TN",48,1612000,33583.333333333336,2020
04019,"Pima County, AZ",47037,"Davidson County, TN",41,1665000,40609.756097560974,2020
12021,"Collier County, FL",47037,"Davidson County, TN",45,1938000,43066.666666666664,2020
24003,"Anne Arundel County, MD",47037,"Davidson County, TN",34,1353000,39794.117647058825,2020
37081,"Guilford County, NC",47037,"Davidson County, TN",48,1586000,33041.666666666664,2020
45045,"Greenville County, SC",47037,"Davidson County, TN",47,2293000,48787.234042553195,2020
